#
# Generated by M. Cushing, Wed Sep 20 15:04:59 2017
#
# Line list for the M2 mode of iSHELL.
#
#==============================================================================================
#Order   | Vacuum Wavelength   | Species           | Fit Window    | Fit Type   | Fit N Terms
#        | (microns)           |                   | (Angstroms)   |            |            
#==============================================================================================
 108     |  4.7713170          |            Sky    |  2.0          | L          | 5          
 108     |  4.7744379          |            Sky    |  2.0          | L          | 5          
 108     |  4.7783728          |            Sky    |  2.0          | L          | 5          
 108     |  4.7785087          |            Sky    |  2.0          | L          | 5          
 108     |  4.7795815          |            Sky    |  2.0          | L          | 5          
 108     |  4.7806792          |            Sky    |  5.0          | L          | 5          
 108     |  4.7815924          |            Sky    |  4.0          | L          | 5          
 108     |  4.7824988          |            Sky    |  3.0          | L          | 5          
 108     |  4.7866101          |            Sky    |  2.0          | L          | 5          
 108     |  4.7870197          |            Sky    |  2.0          | L          | 5          
 108     |  4.7878790          |            Sky    |  5.0          | L          | 5          
 108     |  4.7888284          |            Sky    |  2.0          | L          | 5          
 108     |  4.7891755          |            Sky    |  3.0          | L          | 5          
 108     |  4.7896347          |            Sky    |  3.0          | L          | 5          
 108     |  4.7914796          |            Sky    |  5.0          | L          | 5          
 108     |  4.7922935          |            Sky    |  3.0          | L          | 5          
 108     |  4.7931256          |            Sky    | 10.0          | L          | 5          
 108     |  4.7942052          |            Sky    |  2.0          | L          | 5          
 108     |  4.7943978          |            Sky    |  2.0          | L          | 5          
 108     |  4.7950873          |            Sky    | 10.0          | L          | 5          
 108     |  4.7959766          |            Sky    |  3.0          | L          | 5          
 108     |  4.7965336          |            Sky    |  5.0          | L          | 5          
 108     |  4.7969022          |            Sky    |  2.0          | L          | 5          
 108     |  4.7970710          |            Sky    |  2.0          | L          | 5          
 108     |  4.7977114          |            Sky    |  3.0          | L          | 5          
 109     |  4.7152805          |            Sky    |  2.0          | L          | 5          
 109     |  4.7155824          |            Sky    |  2.5          | L          | 5          
 109     |  4.7159472          |            Sky    |  2.5          | L          | 5          
 109     |  4.7169485          |            Sky    |  2.5          | L          | 5          
 109     |  4.7176895          |            Sky    | 10.0          | L          | 5          
 109     |  4.7184439          |            Sky    |  2.0          | L          | 5          
 109     |  4.7185850          |            Sky    |  2.0          | L          | 5          
 109     |  4.7194333          |            Sky    |  2.0          | L          | 5          
 109     |  4.7237024          |            Sky    |  2.0          | L          | 5          
 109     |  4.7241340          |            Sky    |  2.0          | L          | 5          
 109     |  4.7243500          |            Sky    |  3.0          | L          | 5          
 109     |  4.7248492          |            Sky    |  3.0          | L          | 5          
 109     |  4.7267270          |            Sky    | 10.0          | L          | 5          
 109     |  4.7294250          |            Sky    | 10.0          | L          | 5          
 109     |  4.7302380          |            Sky    |  2.0          | L          | 5          
 109     |  4.7304740          |            Sky    |  3.0          | L          | 5          
 109     |  4.7312651          |            Sky    |  2.0          | L          | 5          
 109     |  4.7318335          |            Sky    |  5.0          | L          | 5          
 109     |  4.7325115          |            Sky    |  3.0          | L          | 5          
 109     |  4.7358732          |            Sky    |  8.0          | L          | 5          
 109     |  4.7391586          |            Sky    |  2.5          | L          | 5          
 109     |  4.7394924          |            Sky    |  2.5          | L          | 5          
 109     |  4.7396631          |            Sky    |  2.5          | L          | 5          
 109     |  4.7398586          |            Sky    |  2.5          | L          | 5          
 109     |  4.7400913          |            Sky    |  2.5          | L          | 5          
 109     |  4.7407560          |            Sky    |  2.0          | L          | 5          
 109     |  4.7409801          |            Sky    |  2.5          | L          | 5          
 109     |  4.7423348          |            Sky    |  5.0          | L          | 5          
 109     |  4.7426138          |            Sky    |  2.5          | L          | 5          
 109     |  4.7432857          |            Sky    |  1.5          | L          | 5          
 109     |  4.7442198          |            Sky    |  2.0          | L          | 5          
 109     |  4.7507281          |            Sky    |  3.0          | L          | 5          
 109     |  4.7510080          |            Sky    |  3.0          | L          | 5          
 109     |  4.7512197          |            Sky    |  3.0          | L          | 5          
 109     |  4.7515903          |            Sky    |  2.0          | L          | 5          
 109     |  4.7519035          |            Sky    |  5.0          | L          | 5          
 109     |  4.7524085          |            Sky    |  3.0          | L          | 5          
 109     |  4.7531118          |            Sky    |  2.0          | L          | 5          
 109     |  4.7535291          |            Sky    |  2.0          | L          | 5          
 109     |  4.7545066          |            Sky    | 10.0          | L          | 5          
 110     |  4.6733046          |            Sky    |  6.0          | L          | 5          
 110     |  4.6768541          |            Sky    | 10.0          | L          | 5          
 110     |  4.6826434          |            Sky    | 10.0          | L          | 5          
 110     |  4.6853452          |            Sky    |  3.0          | L          | 5          
 110     |  4.6878505          |            Sky    |  3.0          | L          | 5          
 110     |  4.6884813          |            Sky    |  3.0          | L          | 5          
 110     |  4.6893597          |            Sky    |  2.0          | L          | 5          
 110     |  4.6895185          |            Sky    |  2.0          | L          | 5          
 110     |  4.6896648          |            Sky    |  2.0          | L          | 5          
 110     |  4.6912417          |            Sky    | 10.0          | L          | 5          
 110     |  4.6930995          |            Sky    |  3.0          | L          | 5          
 110     |  4.6943922          |            Sky    |  1.5          | L          | 5          
 110     |  4.6946654          |            Sky    |  1.5          | L          | 5          
 110     |  4.6985817          |            Sky    |  2.0          | L          | 5          
 110     |  4.6992159          |            Sky    |  2.0          | L          | 5          
 110     |  4.6999512          |            Sky    | 10.0          | L          | 5          
 110     |  4.7021980          |            Sky    |  3.0          | L          | 5          
 110     |  4.7031674          |            Sky    |  2.0          | L          | 5          
 110     |  4.7033148          |            Sky    |  2.0          | L          | 5          
 110     |  4.7037358          |            Sky    |  1.5          | L          | 5          
 110     |  4.7038765          |            Sky    |  1.5          | L          | 5          
 110     |  4.7043777          |            Sky    |  2.0          | L          | 5          
 110     |  4.7047863          |            Sky    |  1.5          | L          | 5          
 110     |  4.7049265          |            Sky    |  2.0          | L          | 5          
 110     |  4.7061205          |            Sky    | 10.0          | L          | 5          
 110     |  4.7115378          |            Sky    |  5.0          | L          | 5          
 111     |  4.6324863          |            Sky    |  5.0          | L          | 5          
 111     |  4.6332765          |            Sky    | 10.0          | L          | 5          
 111     |  4.6388283          |            Sky    |  8.0          | L          | 5          
 111     |  4.6412439          |            Sky    |  6.0          | L          | 5          
 111     |  4.6431298          |            Sky    |  6.0          | L          | 5          
 111     |  4.6456342          |            Sky    | 10.0          | L          | 5          
 111     |  4.6475024          |            Sky    |  5.0          | L          | 5          
 111     |  4.6493130          |            Sky    | 10.0          | L          | 5          
 111     |  4.6519361          |            Sky    | 10.0          | L          | 5          
 111     |  4.6530542          |            Sky    | 10.0          | L          | 5          
 111     |  4.6567826          |            Sky    | 10.0          | L          | 5          
 111     |  4.6574860          |            Sky    |  7.0          | L          | 5          
 111     |  4.6587129          |            Sky    |  7.0          | L          | 5          
 111     |  4.6609926          |            Sky    | 10.0          | L          | 5          
 111     |  4.6624250          |            Sky    | 10.0          | L          | 5          
 111     |  4.6679873          |            Sky    | 10.0          | L          | 5          
 112     |  4.5910840          |            Sky    |  5.0          | L          | 5          
 112     |  4.5935144          |            Sky    |  5.0          | L          | 5          
 112     |  4.5984154          |            Sky    |  8.0          | L          | 5          
 112     |  4.6008906          |            Sky    |  4.0          | L          | 5          
 112     |  4.6024418          |            Sky    |  7.0          | L          | 5          
 112     |  4.6033831          |            Sky    |  6.0          | L          | 5          
 112     |  4.6046023          |            Sky    |  2.0          | L          | 5          
 112     |  4.6056337          |            Sky    |  4.0          | L          | 5          
 112     |  4.6075735          |            Sky    |  6.0          | L          | 5          
 112     |  4.6100001          |            Sky    |  8.0          | L          | 5          
 112     |  4.6109657          |            Sky    |  5.0          | L          | 5          
 112     |  4.6116738          |            Sky    |  3.0          | L          | 5          
 112     |  4.6123862          |            Sky    |  5.0          | L          | 5          
 112     |  4.6135330          |            Sky    |  4.0          | L          | 5          
 112     |  4.6176567          |            Sky    | 10.0          | L          | 5          
 112     |  4.6182504          |            Sky    |  3.0          | L          | 5          
 112     |  4.6186962          |            Sky    |  3.0          | L          | 5          
 112     |  4.6202383          |            Sky    |  5.0          | L          | 5          
 112     |  4.6213222          |            Sky    |  4.0          | L          | 5          
 112     |  4.6222777          |            Sky    | 10.0          | L          | 5          
 112     |  4.6234360          |            Sky    |  8.0          | L          | 5          
 112     |  4.6242566          |            Sky    |  4.0          | L          | 5          
 112     |  4.6254158          |            Sky    |  5.0          | L          | 5          
 112     |  4.6259317          |            Sky    |  6.0          | L          | 5          
 113     |  4.5494165          |            Sky    |  7.0          | L          | 5          
 113     |  4.5513377          |            Sky    |  7.0          | L          | 5          
 113     |  4.5532684          |            Sky    |  7.0          | L          | 5          
 113     |  4.5571852          |            Sky    |  5.0          | L          | 5          
 113     |  4.5643764          |            Sky    |  5.0          | L          | 5          
 113     |  4.5654793          |            Sky    |  4.0          | L          | 5          
 113     |  4.5661736          |            Sky    |  5.0          | L          | 5          
 113     |  4.5677257          |            Sky    |  5.0          | L          | 5          
 113     |  4.5699902          |            Sky    |  9.0          | L          | 5          
 113     |  4.5722656          |            Sky    |  5.0          | L          | 5          
 113     |  4.5732274          |            Sky    |  3.0          | L          | 5          
 113     |  4.5745635          |            Sky    | 10.0          | L          | 5          
 113     |  4.5768738          |            Sky    | 10.0          | L          | 5          
 113     |  4.5784845          |            Sky    |  4.0          | L          | 5          
 113     |  4.5792007          |            Sky    |  8.0          | L          | 5          
 113     |  4.5803871          |            Sky    |  7.0          | L          | 5          
 113     |  4.5815430          |            Sky    |  6.0          | L          | 5          
 113     |  4.5839052          |            Sky    |  4.0          | L          | 5          
 113     |  4.5842934          |            Sky    |  5.0          | L          | 5          
 113     |  4.5862889          |            Sky    |  4.0          | L          | 5          
 114     |  4.5191317          |            Sky    |  4.0          | L          | 5          
 114     |  4.5328307          |            Sky    |  5.0          | L          | 5          
 114     |  4.5364070          |            Sky    |  5.0          | L          | 5          
 114     |  4.5389366          |            Sky    |  5.0          | L          | 5          
 114     |  4.5448251          |            Sky    |  5.0          | L          | 5          
