#
# Generated by M. Cushing, Sun Sep 24 13:42:14 2017
#
# Line list for the Lp1 mode of iSHELL.
#
#==============================================================================================
#Order   | Vacuum Wavelength   | Species           | Fit Window    | Fit Type   | Fit N Terms
#        | (microns)           |                   | (Angstroms)   |            |            
#==============================================================================================
 142     |  3.6316870          |            Sky    |  4.0          | L          | 4          
 146     |  3.5454438          |            Sky    |  3.0          | L          | 5          
 146     |  3.5474907          |            Sky    |  4.0          | L          | 5          
 146     |  3.5595621          |            Sky    |  4.0          | L          | 5          
 146     |  3.5599482          |            Sky    |  4.0          | L          | 5          
 147     |  3.5095936          |            Sky    | 10.0          | L          | 5          
 147     |  3.5115827          |            Sky    | 10.0          | L          | 5          
 147     |  3.5354307          |            Sky    |  3.0          | L          | 5          
 147     |  3.5357110          |            Sky    |  3.0          | L          | 5          
 147     |  3.5359523          |            Sky    |  3.0          | L          | 5          
 148     |  3.4856954          |            Sky    |  2.0          | L          | 4          
 148     |  3.4858750          |            Sky    |  2.0          | L          | 4          
 148     |  3.4878298          |            Sky    |  4.0          | L          | 5          
 148     |  3.4892629          |            Sky    |  2.0          | L          | 4          
 148     |  3.4894217          |            Sky    |  2.0          | L          | 4          
 148     |  3.4907474          |            Sky    |  4.0          | L          | 5          
 148     |  3.4938954          |            Sky    |  5.0          | L          | 5          
 148     |  3.5002201          |            Sky    |  8.0          | L          | 5          
 148     |  3.5036505          |            Sky    |  2.0          | L          | 4          
 148     |  3.5039294          |            Sky    |  4.0          | L          | 5          
 148     |  3.5115827          |            Sky    | 10.0          | L          | 5          
 149     |  3.4619312          |            Sky    | 10.0          | L          | 5          
 149     |  3.4642730          |            Sky    |  8.0          | L          | 5          
 149     |  3.4648597          |            Sky    |  3.0          | L          | 5          
 149     |  3.4660918          |            Sky    |  3.0          | L          | 5          
 149     |  3.4680599          |            Sky    |  8.0          | L          | 5          
 149     |  3.4741990          |            Sky    |  8.0          | L          | 5          
 149     |  3.4756345          |            Sky    |  8.0          | L          | 5          
 149     |  3.4767935          |            Sky    |  8.0          | L          | 5          
 149     |  3.4774692          |            Sky    |  4.0          | L          | 5          
 149     |  3.4788406          |            Sky    |  4.0          | L          | 5          
 149     |  3.4856954          |            Sky    |  2.0          | L          | 4          
 149     |  3.4858750          |            Sky    |  2.0          | L          | 4          
 149     |  3.4878298          |            Sky    |  4.0          | L          | 5          
 150     |  3.4383974          |            Sky    |  8.0          | L          | 5          
 150     |  3.4395835          |            Sky    |  8.0          | L          | 5          
 150     |  3.4408215          |            Sky    |  4.0          | L          | 5          
 150     |  3.4464491          |            Sky    |  4.0          | L          | 5          
 150     |  3.4481351          |            Sky    |  3.0          | L          | 4          
 150     |  3.4490836          |            Sky    |  8.0          | L          | 5          
 150     |  3.4498279          |            Sky    |  8.0          | L          | 5          
 150     |  3.4508910          |            Sky    |  5.0          | L          | 5          
 150     |  3.4518660          |            Sky    |  8.0          | L          | 5          
 150     |  3.4619312          |            Sky    | 10.0          | L          | 5          
 150     |  3.4642730          |            Sky    |  8.0          | L          | 5          
 150     |  3.4648597          |            Sky    |  3.0          | L          | 5          
 151     |  3.4212470          |            Sky    |  8.0          | L          | 5          
 151     |  3.4230966          |            Sky    |  5.0          | L          | 5          
 151     |  3.4261418          |            Sky    |  4.0          | L          | 5          
 151     |  3.4264377          |            Sky    |  4.0          | L          | 5          
 151     |  3.4274240          |            Sky    |  8.0          | L          | 5          
 151     |  3.4284703          |            Sky    |  3.0          | L          | 5          
 151     |  3.4357722          |            Sky    |  4.0          | L          | 5          
 151     |  3.4365614          |            Sky    |  4.0          | L          | 5          
 151     |  3.4372884          |            Sky    |  8.0          | L          | 5          
 151     |  3.4383974          |            Sky    |  8.0          | L          | 5          
 151     |  3.4395835          |            Sky    |  8.0          | L          | 5          
 151     |  3.4408215          |            Sky    |  4.0          | L          | 5          
 152     |  3.4057173          |            Sky    |  5.0          | L          | 5          
 152     |  3.4061698          |            Sky    |  5.0          | L          | 5          
 152     |  3.4069308          |            Sky    | 10.0          | L          | 5          
 152     |  3.4086311          |            Sky    |  6.0          | L          | 5          
 152     |  3.4090609          |            Sky    |  2.0          | L          | 4          
 152     |  3.4092113          |            Sky    |  2.0          | L          | 4          
 152     |  3.4109384          |            Sky    |  4.0          | L          | 5          
 153     |  3.3764250          |            Sky    |  4.0          | L          | 5          
 153     |  3.3768140          |            Sky    |  4.0          | L          | 5          
 153     |  3.3824865          |            Sky    |  8.0          | L          | 5          
 153     |  3.3833159          |            Sky    |  8.0          | L          | 5          
 153     |  3.3850640          |            Sky    |  4.0          | L          | 5          
 153     |  3.3856049          |            Sky    |  2.0          | L          | 4          
 153     |  3.3857699          |            Sky    |  2.0          | L          | 4          
 153     |  3.3861625          |            Sky    |  2.0          | L          | 4          
 154     |  3.3509686          |            Sky    | 10.0          | L          | 5          
 154     |  3.3580228          |            Sky    |  8.0          | L          | 5          
 154     |  3.3618093          |            Sky    |  5.0          | L          | 5          
 154     |  3.3655491          |            Sky    |  2.0          | L          | 5          
 154     |  3.3657845          |            Sky    |  2.0          | L          | 4          
 154     |  3.3675520          |            Sky    |  6.0          | L          | 5          
 154     |  3.3705976          |            Sky    |  6.0          | L          | 5          
 154     |  3.3764250          |            Sky    |  4.0          | L          | 5          
 155     |  3.3294816          |            Sky    |  4.0          | L          | 5          
 155     |  3.3383906          |            Sky    | 10.0          | L          | 5          
 155     |  3.3403078          |            Sky    |  7.0          | L          | 5          
 155     |  3.3415165          |            Sky    |  7.0          | L          | 5          
 155     |  3.3422785          |            Sky    | 10.0          | L          | 5          
 155     |  3.3449024          |            Sky    |  5.0          | L          | 5          
 155     |  3.3509686          |            Sky    | 10.0          | L          | 5          
 155     |  3.3529476          |            Sky    |  2.0          | L          | 4          
 156     |  3.3272844          |            Sky    |  5.0          | L          | 5          
 156     |  3.3294816          |            Sky    |  4.0          | L          | 5          
 157     |  3.2911002          |            Sky    | 10.0          | L          | 5          
 157     |  3.3016921          |            Sky    | 10.0          | L          | 5          
 158     |  3.2666626          |            Sky    |  7.0          | L          | 5          
 158     |  3.2710237          |            Sky    |  4.0          | L          | 5          
 158     |  3.2726672          |            Sky    |  6.0          | L          | 5          
 158     |  3.2911002          |            Sky    | 10.0          | L          | 5          
